,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
733,2400000,20,20,33,115,310,550,3,0.7999999999999999,16,75,38,94,10,9,460,4,2,1,0.6,0,1,0.7999999999999999
734,3000000,15,15,104,101,440,440,4,0.7999999999999999,38,102,52,80,11,12,480,4,1,0,0.5,1,0,0.8999999999999999
735,1200000,15,15,98,27,850,480,4,0.6,62,52,120,24,9,15,280,6,1,0,0.6,1,0,0.5
736,2400000,20,20,128,104,890,950,4,0.6,42,80,66,102,10,17,240,1,5,1,1.0,1,1,0.6
737,3000000,10,10,114,111,860,200,2,0.7,62,78,66,116,14,14,500,5,8,0,0.5,0,0,0.6
738,3000000,10,10,30,125,170,670,4,0.7999999999999999,56,45,68,102,14,10,240,2,3,1,0.6,1,0,0.7999999999999999
739,1200000,10,10,49,123,110,200,1,0.7999999999999999,28,125,62,124,11,8,120,9,2,1,0.8999999999999999,0,0,0.6
740,2400000,15,15,127,122,920,990,5,1.0,24,78,124,84,13,15,120,8,1,0,0.7999999999999999,0,0,0.5
741,1200000,20,20,47,74,250,200,5,0.6,60,86,100,118,8,11,420,9,6,1,0.8999999999999999,0,0,0.8999999999999999
742,2400000,10,10,69,57,870,830,3,0.7,14,98,60,88,9,8,320,3,1,0,0.5,1,0,0.7999999999999999
743,3000000,15,15,75,38,690,260,1,0.7,26,48,88,76,10,11,480,5,6,0,1.0,0,0,0.7
744,2400000,30,30,28,44,170,260,4,0.7,52,32,92,26,14,13,140,1,2,0,0.7999999999999999,0,1,1.0
745,3000000,10,10,56,59,290,790,2,0.6,10,119,60,100,14,16,180,10,4,0,0.8999999999999999,1,0,0.5
746,1200000,15,15,49,44,540,390,5,1.0,8,128,98,124,11,16,160,5,1,1,1.0,0,1,1.0
747,2400000,30,30,123,104,240,590,5,0.8999999999999999,38,28,68,86,12,12,180,5,5,1,0.5,0,0,0.7999999999999999
748,1800000,15,15,111,92,960,420,5,0.7999999999999999,4,102,118,46,10,16,240,2,4,0,0.6,0,0,1.0
749,3000000,30,30,99,118,390,900,3,0.5,56,128,114,54,8,18,280,3,7,1,0.5,0,1,0.8999999999999999
750,3000000,20,20,118,79,570,570,2,0.6,14,125,32,126,11,13,180,9,6,0,0.8999999999999999,0,1,1.0
751,1800000,10,10,51,61,520,700,4,0.8999999999999999,32,128,76,94,8,13,360,1,5,0,0.5,0,0,0.8999999999999999
752,2400000,20,20,82,27,620,600,3,0.5,36,115,86,94,13,17,240,1,6,0,0.7999999999999999,0,0,0.7
753,1200000,20,20,61,74,910,270,2,0.5,6,92,68,108,8,14,280,2,3,1,0.7999999999999999,0,1,0.6
754,2400000,15,15,26,48,970,480,5,0.6,4,109,96,64,9,15,40,9,7,0,0.6,0,0,0.6
755,2400000,30,30,92,50,160,170,1,0.5,22,107,124,114,11,9,280,10,6,0,1.0,0,0,0.5
756,3000000,10,10,24,112,800,650,2,0.7999999999999999,28,70,82,88,11,15,60,7,3,0,0.6,1,0,0.5
757,1800000,10,10,50,67,500,750,1,0.7999999999999999,64,86,118,26,13,16,300,2,6,0,0.7,0,0,0.7999999999999999
758,1200000,20,20,58,61,150,450,4,0.7,58,105,120,74,10,16,40,7,4,1,1.0,1,1,0.6
759,1200000,30,30,34,40,860,760,3,0.7,18,127,120,80,8,9,360,8,5,0,1.0,0,0,0.5
760,1200000,15,15,39,36,950,100,2,0.8999999999999999,44,106,34,54,11,10,320,4,4,0,0.6,1,1,0.8999999999999999
761,1200000,15,15,75,75,840,690,1,0.5,44,121,94,126,10,11,200,9,6,1,0.7999999999999999,0,0,0.5
762,2400000,20,20,74,27,530,480,2,1.0,56,96,78,118,13,14,280,5,1,1,0.6,1,1,0.8999999999999999
763,1200000,20,20,50,58,260,830,2,0.8999999999999999,64,27,110,40,12,14,120,4,5,0,0.7999999999999999,0,0,0.6
764,3000000,15,15,127,29,540,700,1,0.8999999999999999,4,126,24,52,10,11,280,7,1,0,0.5,0,0,0.6
765,2400000,10,10,34,123,900,330,4,0.8999999999999999,60,36,26,102,12,17,440,1,1,1,0.7999999999999999,0,1,0.8999999999999999
766,2400000,30,30,64,114,910,440,5,0.6,40,65,96,100,11,13,380,1,7,0,0.5,0,0,0.7999999999999999
767,1800000,20,20,40,95,120,460,5,0.8999999999999999,30,30,72,88,14,16,20,2,8,1,1.0,1,1,0.5
768,3000000,20,20,48,105,680,310,5,0.8999999999999999,44,72,110,118,11,13,300,2,5,1,0.8999999999999999,0,0,0.8999999999999999
769,3000000,20,20,67,106,540,960,3,0.6,38,42,84,46,14,8,160,7,5,1,1.0,1,1,0.6
770,1800000,10,10,117,128,580,140,5,0.8999999999999999,50,60,96,48,11,14,140,6,7,0,0.7,1,1,0.5
771,3000000,15,15,27,81,800,220,5,0.5,58,89,70,70,12,11,80,2,4,1,1.0,1,1,0.8999999999999999
772,3000000,30,30,51,65,690,800,3,1.0,32,104,72,98,9,11,20,1,3,1,1.0,0,0,0.8999999999999999
773,2400000,10,10,107,42,160,760,2,0.8999999999999999,28,52,40,104,8,10,420,6,1,1,0.8999999999999999,1,1,0.5
774,3000000,15,15,115,48,960,520,3,0.7999999999999999,64,81,92,72,10,18,380,2,3,1,0.7999999999999999,0,1,0.5
775,3000000,10,10,114,106,810,450,4,0.6,24,59,28,26,10,13,500,5,7,0,0.5,0,0,0.7999999999999999
776,3000000,15,15,56,120,530,480,1,0.5,50,89,118,122,13,8,440,3,2,0,0.6,0,1,0.6
777,3000000,15,15,125,29,840,500,5,1.0,38,84,80,120,11,16,480,2,6,1,0.6,1,0,0.8999999999999999
778,2400000,15,15,93,33,320,350,5,1.0,4,33,24,32,9,11,260,2,6,1,0.7,1,0,0.8999999999999999
779,3000000,30,30,72,121,110,760,4,0.5,50,103,116,94,8,17,400,6,1,0,1.0,1,1,0.6
780,1200000,20,20,86,90,560,310,5,0.7999999999999999,6,41,56,90,11,12,260,2,3,0,0.5,1,1,0.8999999999999999
781,3000000,30,30,121,82,290,940,4,0.7999999999999999,24,128,106,88,8,14,180,1,7,1,0.5,0,1,0.5
782,3000000,10,10,85,85,830,790,1,0.5,48,119,120,32,13,14,300,9,8,1,0.7,0,0,0.7999999999999999
783,2400000,20,20,106,86,600,170,2,0.6,64,37,120,34,14,11,360,7,1,0,0.5,0,0,0.7
784,1200000,10,10,29,63,930,240,3,0.5,42,80,90,122,11,10,180,6,6,1,0.5,0,1,0.7
785,2400000,20,20,98,110,410,240,2,1.0,12,111,36,50,9,11,80,10,3,1,0.7,0,1,0.6
786,3000000,30,30,118,92,460,180,4,1.0,60,103,104,102,9,15,420,3,8,0,0.7,0,1,0.8999999999999999
787,3000000,15,15,87,49,1000,810,3,0.7,60,69,26,114,11,15,180,2,5,0,0.7,1,1,1.0
788,2400000,20,20,57,125,360,830,1,0.7,10,128,36,102,8,8,460,7,2,1,0.8999999999999999,1,1,0.6
789,2400000,30,30,106,56,200,390,5,0.8999999999999999,48,100,104,122,8,8,60,10,3,1,0.6,0,0,0.7999999999999999
790,3000000,30,30,95,60,580,200,2,0.8999999999999999,60,99,36,82,11,10,360,4,4,1,0.6,0,1,0.6
791,1800000,30,30,79,71,740,590,2,0.8999999999999999,50,47,110,72,13,9,460,1,3,0,0.8999999999999999,1,1,0.5
792,3000000,20,20,121,40,290,370,1,0.7999999999999999,26,76,28,26,14,16,240,2,2,1,0.5,0,0,0.5
793,1200000,10,10,110,91,290,180,5,1.0,6,40,66,54,9,8,280,6,7,0,0.6,0,1,0.6
794,2400000,20,20,37,39,250,200,4,0.6,32,65,56,72,13,16,100,5,1,0,0.6,1,1,0.5
795,3000000,20,20,32,93,560,250,3,0.7,38,37,38,24,13,17,420,1,3,0,0.6,1,1,0.7
796,2400000,20,20,93,67,420,880,1,0.7,44,64,26,108,8,15,120,8,4,1,1.0,0,1,0.5
797,1800000,30,30,126,33,380,450,2,1.0,8,82,104,128,12,11,80,10,7,1,0.5,1,1,0.6
798,2400000,10,10,108,48,100,400,3,0.6,6,51,72,32,11,18,240,1,6,0,0.7999999999999999,1,0,0.7
799,3000000,15,15,26,63,370,190,2,1.0,52,31,102,92,13,14,400,8,5,0,0.7,1,1,0.5
800,1200000,30,30,116,124,340,510,1,0.7,48,78,62,116,14,11,100,2,1,0,1.0,0,1,0.7
801,2400000,20,20,32,89,650,280,3,1.0,58,84,60,112,11,18,200,4,8,0,0.8999999999999999,1,1,0.7999999999999999
802,1200000,20,20,56,90,430,760,1,0.5,46,50,100,56,11,9,180,6,5,1,0.5,1,1,0.7
803,3000000,10,10,54,89,130,300,5,0.8999999999999999,22,126,24,64,9,8,380,9,3,0,0.6,1,1,0.5
804,1200000,15,15,78,102,460,530,3,0.5,40,102,92,120,8,17,420,9,6,0,0.7,0,0,0.7
805,1800000,10,10,81,58,130,970,4,0.8999999999999999,26,89,64,76,11,15,380,6,1,0,1.0,1,0,0.7
806,1200000,20,20,44,89,410,620,5,0.5,28,29,24,92,9,15,100,3,6,0,0.8999999999999999,0,0,1.0
807,3000000,30,30,97,118,560,200,4,0.6,40,95,72,108,9,13,120,7,5,0,0.7999999999999999,0,1,0.5
808,1200000,20,20,118,125,110,160,2,0.8999999999999999,10,70,126,106,8,13,400,5,5,1,1.0,0,0,0.7
809,2400000,20,20,37,86,710,710,3,1.0,18,95,44,32,10,10,280,9,8,1,1.0,0,1,0.7
810,2400000,20,20,50,95,520,160,5,0.7999999999999999,42,67,76,28,11,12,120,7,8,0,0.7,1,1,0.6
811,2400000,20,20,123,94,430,360,5,0.7,30,100,32,78,12,16,420,10,2,1,1.0,0,0,0.7
812,1200000,30,30,87,82,470,690,2,0.7999999999999999,30,118,78,124,10,10,120,2,6,1,1.0,1,1,0.6
813,1200000,20,20,115,24,500,750,4,1.0,20,29,74,26,10,16,100,9,1,1,0.5,1,1,0.7
814,3000000,15,15,112,41,440,510,2,0.7,24,71,76,38,12,17,220,2,4,0,1.0,0,0,0.7
815,2400000,20,20,121,33,1000,570,2,0.8999999999999999,34,122,66,112,14,17,120,4,2,0,0.7999999999999999,1,0,1.0
816,2400000,20,20,84,92,1000,300,3,1.0,24,91,86,94,11,8,100,3,8,1,0.7999999999999999,1,1,0.8999999999999999
817,1200000,10,10,108,95,290,380,3,1.0,42,57,40,108,8,14,380,1,7,0,1.0,1,1,0.5
818,1200000,10,10,127,76,310,680,5,0.8999999999999999,46,96,58,24,13,9,400,1,8,0,0.5,0,0,0.8999999999999999
819,2400000,20,20,32,30,740,840,3,0.6,6,108,44,64,12,9,220,6,8,0,0.8999999999999999,0,1,0.8999999999999999
820,2400000,20,20,49,125,580,470,5,0.8999999999999999,24,25,50,104,10,9,40,4,3,0,0.5,0,0,0.8999999999999999
821,1800000,15,15,125,112,990,790,1,1.0,12,31,24,90,13,10,280,9,8,0,0.6,1,1,0.7999999999999999
822,2400000,20,20,64,45,760,930,5,0.8999999999999999,12,44,34,82,8,15,240,4,1,0,1.0,0,1,0.6
823,3000000,15,15,64,76,970,400,5,0.6,28,36,54,68,12,15,140,6,1,0,0.8999999999999999,0,1,0.7999999999999999
824,3000000,15,15,24,105,390,180,5,0.7999999999999999,32,78,28,30,11,14,200,3,5,0,0.6,0,1,0.5
825,3000000,30,30,66,60,610,190,4,0.8999999999999999,8,86,110,48,12,18,380,1,4,0,0.7999999999999999,0,1,0.6
826,3000000,20,20,78,86,520,520,1,0.7999999999999999,62,88,116,120,12,9,460,5,5,1,0.7999999999999999,0,1,0.8999999999999999
827,1200000,10,10,109,62,250,620,2,0.6,6,78,30,50,14,11,60,3,6,0,0.6,0,1,0.8999999999999999
828,3000000,10,10,107,116,160,980,1,0.7999999999999999,28,54,36,126,11,9,200,2,3,0,0.5,0,0,0.6
829,1200000,10,10,71,85,820,1000,4,1.0,12,43,74,56,11,13,20,5,8,1,0.6,0,0,0.5
830,1200000,10,10,114,57,400,110,5,0.6,58,42,48,112,8,11,320,3,8,0,0.7999999999999999,0,0,1.0
831,1200000,10,10,42,91,650,140,4,0.6,52,28,94,102,8,9,140,8,3,0,0.7999999999999999,1,0,0.6
832,2400000,30,30,29,53,740,890,3,0.6,64,51,58,56,8,12,40,8,8,0,1.0,1,0,0.7999999999999999
833,3000000,20,20,46,57,930,420,1,0.6,10,105,98,36,12,18,480,8,4,1,0.6,1,1,0.8999999999999999
834,2400000,10,10,59,57,120,420,2,0.7999999999999999,36,90,128,88,10,10,140,9,8,0,0.6,0,1,0.7999999999999999
835,1800000,20,20,38,76,880,570,4,0.7999999999999999,36,117,50,104,8,16,420,1,4,0,1.0,1,1,0.5
836,1800000,30,30,56,95,500,910,5,0.6,18,49,124,128,14,12,40,2,8,1,1.0,0,0,0.6
837,2400000,10,10,69,89,740,940,1,1.0,30,87,98,76,8,9,140,9,4,1,0.6,1,1,1.0
838,1800000,30,30,79,46,940,240,1,0.5,32,59,50,96,14,15,440,5,1,0,0.5,0,0,0.7999999999999999
839,1200000,15,15,56,75,290,620,5,0.7999999999999999,40,77,30,84,8,12,300,10,1,1,0.7,1,0,1.0
840,1200000,30,30,117,70,180,150,2,0.8999999999999999,58,120,96,28,8,9,400,2,7,0,0.8999999999999999,1,1,0.8999999999999999
841,2400000,30,30,80,65,720,880,5,0.5,50,88,50,74,11,14,300,9,5,1,1.0,1,0,0.8999999999999999
842,1800000,20,20,114,107,390,710,4,0.8999999999999999,36,78,100,76,10,12,320,8,8,0,1.0,1,1,0.7
843,1200000,30,30,39,77,470,250,5,0.7,30,94,98,26,9,10,180,2,7,1,0.5,0,0,1.0
844,2400000,20,20,60,104,580,1000,2,0.6,26,39,106,56,10,16,380,10,2,1,0.6,0,1,0.6
845,1200000,10,10,89,83,500,870,5,0.5,52,40,40,40,8,15,460,10,3,1,0.7,1,0,0.7999999999999999
846,2400000,15,15,65,124,860,880,1,0.8999999999999999,30,51,128,26,10,9,160,1,6,0,0.7999999999999999,0,1,1.0
847,2400000,20,20,82,91,120,290,4,0.6,54,91,30,70,12,14,60,7,7,1,0.7999999999999999,0,0,0.7
848,1200000,10,10,51,128,420,700,1,0.5,36,125,106,46,14,15,280,10,8,1,0.5,1,1,0.7
849,1800000,30,30,31,39,750,280,4,0.7999999999999999,64,28,102,78,14,12,200,3,8,1,0.5,1,0,0.5
850,3000000,10,10,37,106,560,880,2,0.7999999999999999,32,90,34,36,11,13,140,8,1,0,0.7,1,1,0.8999999999999999
851,3000000,20,20,68,64,760,240,4,1.0,24,79,108,86,11,12,120,4,5,0,0.7,1,0,1.0
852,3000000,15,15,107,95,520,440,3,0.5,12,109,110,92,9,13,180,7,1,0,0.7,0,0,0.5
853,2400000,30,30,95,53,520,480,5,0.5,40,77,94,36,14,14,60,6,4,0,0.8999999999999999,0,0,0.6
854,2400000,15,15,50,82,600,900,2,0.7999999999999999,22,75,98,30,8,17,500,10,6,1,1.0,1,0,1.0
855,1800000,15,15,88,90,180,190,5,0.6,14,53,82,100,13,9,280,1,4,1,0.7999999999999999,0,1,0.6
856,1200000,15,15,38,40,480,210,4,0.6,62,47,46,116,8,10,480,6,1,1,1.0,1,1,0.5
857,3000000,20,20,85,53,490,1000,1,0.6,34,78,86,50,13,8,140,3,2,0,0.6,0,1,1.0
858,2400000,15,15,87,106,510,650,1,0.7,60,42,78,120,9,17,340,2,8,1,0.5,0,1,0.6
859,2400000,30,30,106,43,700,970,4,0.5,52,106,46,80,9,13,60,4,8,0,0.5,1,1,0.7999999999999999
860,1200000,20,20,26,35,920,190,2,0.7999999999999999,16,31,94,66,8,18,20,1,7,1,0.7999999999999999,1,1,1.0
861,1800000,15,15,54,90,450,380,3,0.7999999999999999,60,103,82,32,8,17,300,2,6,1,0.8999999999999999,1,0,0.5
862,1200000,20,20,95,109,480,420,4,0.6,12,111,64,84,13,12,500,5,8,0,1.0,1,0,0.8999999999999999
863,3000000,10,10,58,96,240,290,3,0.7,58,119,42,120,9,17,100,5,7,0,0.7,0,0,0.6
864,1800000,20,20,104,89,250,740,4,0.5,50,118,82,48,13,11,340,2,1,1,0.5,1,0,0.8999999999999999
865,3000000,30,30,56,122,750,250,1,1.0,62,75,106,32,9,8,260,5,2,0,0.7999999999999999,0,0,1.0
866,1800000,15,15,105,83,680,800,3,0.8999999999999999,8,82,52,82,10,12,40,1,7,0,1.0,1,1,0.6
867,1800000,30,30,102,70,460,920,3,0.7,42,74,102,30,10,10,320,1,6,1,1.0,0,0,0.7
868,3000000,15,15,25,40,1000,180,2,1.0,26,67,86,88,9,18,80,10,7,0,0.5,0,0,0.6
869,3000000,15,15,67,39,710,620,2,1.0,30,109,80,70,11,18,40,6,2,1,0.6,1,1,0.7
870,1200000,10,10,36,65,700,440,4,0.6,46,103,56,88,13,10,60,4,3,1,0.6,0,1,0.7999999999999999
871,1800000,30,30,36,40,410,340,5,0.7999999999999999,14,93,60,90,10,9,280,4,3,1,0.8999999999999999,1,1,0.7
872,3000000,30,30,119,81,360,230,2,0.6,16,91,128,86,14,16,60,8,8,1,0.8999999999999999,0,0,0.8999999999999999
873,3000000,20,20,27,109,430,140,2,0.7,34,104,30,34,14,12,380,5,5,1,0.6,1,0,0.5
874,1800000,15,15,48,114,750,690,4,1.0,16,35,116,38,8,18,280,2,5,1,0.6,1,1,0.8999999999999999
875,1800000,30,30,114,69,680,390,1,0.7,46,33,28,116,9,18,480,1,3,1,1.0,1,1,0.7
876,1200000,15,15,94,117,170,340,4,0.7,42,120,50,120,10,12,100,6,1,0,0.7,0,0,0.5
877,1200000,20,20,108,45,950,140,5,0.8999999999999999,18,75,108,82,13,17,60,10,8,0,0.7999999999999999,0,0,1.0
878,3000000,20,20,32,46,110,620,1,0.6,8,120,104,62,11,10,260,3,7,0,0.7,0,1,1.0
879,3000000,20,20,112,87,420,690,5,0.6,24,91,48,112,11,18,460,2,7,0,0.7999999999999999,0,0,0.6
880,1800000,20,20,61,32,110,280,2,0.7,22,125,82,60,9,15,480,9,1,0,0.7,1,0,0.6
881,2400000,10,10,56,98,350,170,3,0.7999999999999999,8,74,38,114,8,12,160,8,2,1,0.7999999999999999,1,0,0.7
882,2400000,20,20,127,39,930,660,4,0.8999999999999999,4,107,122,84,11,12,400,3,1,0,0.8999999999999999,1,1,0.5
883,1800000,15,15,124,27,870,160,3,0.8999999999999999,18,61,124,28,13,9,340,3,4,0,0.7,0,1,0.6
884,1800000,10,10,35,85,470,600,3,0.5,30,104,36,44,13,18,400,3,4,1,0.8999999999999999,0,0,0.7
885,3000000,10,10,120,106,830,290,3,0.7,48,76,80,106,14,14,320,3,5,1,0.7,0,1,0.7
886,1200000,15,15,104,41,340,110,4,0.5,60,92,112,126,11,9,440,6,4,0,0.7999999999999999,1,1,0.7
887,1800000,30,30,33,87,470,330,5,0.8999999999999999,38,112,90,34,12,11,420,5,8,1,0.6,0,1,0.7
888,1200000,10,10,27,108,870,900,2,0.7,10,62,60,68,12,17,220,2,8,0,0.6,0,0,0.7999999999999999
889,1800000,20,20,43,84,120,250,4,0.6,14,30,34,30,9,18,180,4,3,0,0.5,1,0,0.7
890,1800000,20,20,50,115,590,810,4,0.7999999999999999,46,79,118,86,14,18,460,6,8,0,0.6,1,0,1.0
891,1200000,10,10,37,107,520,910,4,0.7,6,25,128,66,14,16,400,8,2,1,0.8999999999999999,1,0,0.7
892,1800000,20,20,105,34,150,740,2,0.5,60,55,54,104,14,9,300,9,2,1,1.0,0,0,0.6
893,1800000,30,30,66,74,860,870,1,0.8999999999999999,10,113,56,104,9,14,360,1,1,0,0.6,1,0,0.6
894,2400000,20,20,69,112,740,140,5,1.0,24,43,104,84,14,9,20,4,5,0,0.7,0,0,1.0
895,2400000,15,15,50,114,660,450,5,0.5,42,114,64,28,12,12,380,1,3,0,0.7999999999999999,1,1,0.7
896,1800000,15,15,67,37,790,470,5,0.5,38,31,48,68,14,16,240,6,7,1,1.0,1,1,0.8999999999999999
897,2400000,20,20,106,49,560,850,1,1.0,60,27,112,30,8,13,300,1,1,1,0.7,1,1,0.6
898,1800000,30,30,117,30,400,820,1,0.7999999999999999,6,84,128,108,10,8,440,10,4,1,1.0,1,1,1.0
899,1800000,10,10,70,128,200,510,3,0.7999999999999999,8,26,118,100,13,18,340,2,2,1,0.7,0,0,0.8999999999999999
900,1200000,30,30,117,39,230,890,4,0.6,14,112,32,100,13,15,100,10,2,0,0.6,1,0,0.6
901,1800000,15,15,82,62,810,540,2,0.7,26,68,58,116,12,13,100,6,4,0,0.6,0,1,0.8999999999999999
902,1200000,20,20,66,88,720,360,2,0.7999999999999999,28,41,68,44,10,17,420,1,3,0,0.8999999999999999,0,1,0.6
903,2400000,15,15,39,91,930,220,2,0.7999999999999999,18,38,108,128,10,8,340,7,8,1,0.7999999999999999,1,0,0.6
904,3000000,10,10,27,61,590,800,3,0.8999999999999999,18,116,102,96,9,14,280,7,5,1,0.8999999999999999,0,1,0.7999999999999999
905,3000000,20,20,80,91,790,600,4,1.0,54,68,62,110,12,8,480,5,8,1,0.7,1,0,0.7
906,1800000,15,15,52,120,100,120,1,0.5,42,36,82,26,10,14,40,8,1,1,0.5,1,0,0.5
907,2400000,15,15,29,117,950,280,2,0.8999999999999999,42,55,128,44,8,12,200,2,2,1,0.7,0,0,0.8999999999999999
908,3000000,10,10,121,105,500,170,3,1.0,26,69,46,40,11,12,80,8,2,0,0.6,1,0,1.0
909,1200000,10,10,89,115,830,470,3,0.7999999999999999,48,39,28,76,11,16,420,2,6,0,0.8999999999999999,0,0,1.0
910,1800000,30,30,53,66,180,660,1,0.8999999999999999,10,106,126,110,12,14,100,10,5,0,0.6,1,0,0.7
911,1200000,30,30,62,105,410,310,3,0.7999999999999999,42,79,46,68,8,17,340,10,8,1,0.6,1,1,0.6
912,2400000,20,20,59,54,620,400,5,0.7999999999999999,28,53,24,32,8,18,160,1,6,1,0.7999999999999999,1,1,0.7
913,1200000,30,30,116,107,320,890,2,0.6,22,79,78,84,12,11,100,10,5,0,0.8999999999999999,0,1,0.5
914,3000000,30,30,90,119,750,510,4,1.0,46,60,40,86,12,12,220,10,8,0,0.8999999999999999,0,0,0.8999999999999999
915,1200000,15,15,96,117,480,330,2,0.6,4,61,128,80,12,11,60,4,5,0,1.0,1,0,0.5
916,1800000,20,20,25,65,840,350,1,0.6,36,107,60,70,14,13,40,2,2,1,0.7,0,0,0.5
917,2400000,30,30,49,106,160,970,4,0.7,38,81,112,96,12,15,60,2,2,0,0.7999999999999999,1,0,0.6
918,2400000,20,20,57,99,480,480,4,1.0,12,109,64,78,8,10,300,3,3,0,1.0,1,1,0.5
919,1800000,30,30,47,27,130,630,4,0.8999999999999999,50,109,30,84,9,8,460,5,4,0,0.7,1,1,0.7999999999999999
920,1800000,20,20,33,88,110,420,1,0.6,36,76,62,124,14,12,20,2,8,1,0.7999999999999999,0,0,0.6
921,3000000,20,20,24,44,510,520,5,1.0,34,94,46,96,9,16,40,8,5,0,0.7999999999999999,1,0,0.5
922,1200000,10,10,93,46,250,310,5,0.5,42,68,116,122,11,10,80,3,2,0,0.7999999999999999,0,0,0.6
923,1800000,15,15,44,43,730,800,5,1.0,28,107,32,28,14,10,80,7,6,0,0.5,0,0,0.7
924,1200000,20,20,114,89,430,700,3,0.5,14,42,82,46,12,12,380,5,4,0,0.5,0,0,0.6
925,2400000,20,20,105,107,380,740,5,0.7999999999999999,44,54,84,92,10,17,260,2,1,0,0.7999999999999999,0,1,0.7999999999999999
926,1200000,10,10,76,59,470,200,3,0.6,60,61,46,28,8,14,340,6,8,1,0.6,1,1,0.7
927,3000000,30,30,112,76,650,460,4,0.6,52,83,110,52,9,18,400,2,7,1,1.0,0,1,0.5
928,3000000,10,10,27,36,280,610,5,0.5,18,49,64,116,14,17,360,7,6,1,1.0,0,0,1.0
929,1800000,20,20,53,89,1000,880,5,1.0,10,68,72,72,11,8,420,7,8,1,0.5,0,0,1.0
930,2400000,20,20,46,81,310,300,3,0.7999999999999999,64,123,112,54,9,9,480,1,5,0,0.5,0,0,1.0
931,2400000,10,10,74,39,240,850,1,0.5,24,114,54,82,14,17,220,7,6,0,0.8999999999999999,0,0,0.7
932,3000000,20,20,68,61,960,460,3,0.7999999999999999,50,117,100,92,8,17,80,4,1,0,1.0,0,1,0.7999999999999999
933,1200000,30,30,128,114,450,630,2,0.7,32,101,40,76,10,11,420,6,8,0,0.8999999999999999,1,0,0.5
934,1800000,15,15,121,91,980,650,5,0.7,52,102,36,46,11,13,480,9,7,1,0.7999999999999999,1,1,0.6
935,2400000,10,10,108,126,910,390,1,0.8999999999999999,50,110,108,60,11,15,400,1,5,0,0.7,0,1,0.5
936,2400000,30,30,75,89,980,420,3,1.0,60,78,98,50,12,18,200,1,6,1,0.7,0,0,0.6
937,1200000,20,20,98,46,190,150,2,0.8999999999999999,42,70,108,76,8,16,360,3,3,0,0.7,1,1,0.7
938,3000000,15,15,65,66,670,960,3,1.0,18,58,70,110,9,18,40,2,2,1,0.5,0,0,1.0
939,1800000,15,15,61,34,880,250,2,1.0,64,106,72,32,13,13,240,6,1,1,0.7,1,0,0.7
940,1200000,20,20,73,106,310,270,4,1.0,58,110,92,110,12,13,40,10,1,1,0.6,1,0,1.0
941,1800000,15,15,28,70,370,100,3,0.7,24,35,82,82,9,16,400,7,2,1,0.5,0,1,0.7
942,3000000,30,30,112,106,900,980,1,0.6,62,75,56,122,11,13,500,3,6,0,1.0,1,0,0.6
943,1200000,10,10,50,43,110,480,3,0.8999999999999999,8,122,128,92,10,17,180,1,4,1,0.7999999999999999,1,0,0.5
944,1800000,20,20,128,43,520,700,4,0.7,46,86,44,96,9,16,200,8,7,1,0.7999999999999999,0,0,1.0
945,3000000,10,10,47,55,500,820,4,0.5,62,55,30,24,13,16,220,3,7,0,1.0,1,1,1.0
946,3000000,20,20,57,45,910,540,1,0.7999999999999999,58,63,116,74,9,17,140,6,3,0,0.5,0,1,1.0
947,1800000,30,30,126,116,950,290,4,0.7999999999999999,38,116,128,104,8,13,120,9,5,0,0.6,1,1,0.7
948,1800000,20,20,93,61,200,820,1,1.0,54,80,76,74,8,9,120,2,8,0,0.8999999999999999,0,0,0.7999999999999999
949,3000000,10,10,39,40,390,530,1,1.0,58,95,84,92,13,10,380,4,4,0,0.8999999999999999,1,1,0.6
950,3000000,15,15,58,67,860,920,5,0.5,16,69,100,96,13,15,260,1,6,0,0.7999999999999999,1,0,0.7
951,1800000,15,15,31,65,620,150,1,0.5,20,123,76,76,13,18,80,3,4,1,0.8999999999999999,0,0,0.7999999999999999
952,1200000,10,10,112,105,980,570,5,0.7,64,64,94,72,14,12,160,3,2,0,1.0,0,0,1.0
953,2400000,10,10,121,87,620,910,5,0.7999999999999999,6,28,60,112,11,16,200,3,1,1,1.0,0,1,0.7999999999999999
954,1200000,20,20,117,46,320,460,1,0.8999999999999999,12,45,102,70,10,10,40,10,2,1,0.8999999999999999,0,0,1.0
955,3000000,10,10,38,124,480,170,1,0.8999999999999999,48,87,86,36,11,15,160,9,2,0,0.7,0,0,0.5
956,3000000,15,15,87,116,410,390,2,0.7999999999999999,64,50,72,58,9,13,40,6,3,1,0.6,0,0,0.6
957,2400000,15,15,102,118,700,180,4,0.8999999999999999,52,95,40,30,9,14,120,10,3,1,0.8999999999999999,1,1,0.6
958,1800000,20,20,110,59,660,310,1,0.6,24,29,120,54,13,10,80,9,4,1,0.5,0,0,0.8999999999999999
959,1200000,10,10,44,76,970,940,1,1.0,56,93,52,112,14,15,240,2,6,1,0.7,0,0,0.8999999999999999
