,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
999,1200000,20,20,107,101,250,770,4,0.6,32,51,34,28,11,17,180,1,4,1,0.7999999999999999,0,1,0.5
1000,1800000,10,10,116,71,600,210,2,0.5,44,29,26,44,11,18,200,3,2,1,1.0,1,1,1.0
1001,2400000,10,10,49,103,190,550,4,0.7,20,63,88,60,14,11,200,8,4,0,0.6,1,1,0.5
1002,1200000,30,30,43,118,370,770,3,0.5,28,82,116,26,9,12,20,7,7,1,0.5,0,1,0.8999999999999999
1003,1200000,10,10,54,66,900,270,2,1.0,42,26,44,56,10,18,420,7,8,0,0.7999999999999999,0,0,1.0
1004,1200000,15,15,90,81,950,460,2,0.7,18,52,112,116,8,12,280,8,2,1,0.7,1,1,0.7
1005,2400000,20,20,114,90,880,490,3,0.7999999999999999,38,122,70,100,12,10,440,3,7,1,1.0,1,0,0.6
1006,1800000,30,30,38,57,280,770,4,0.6,58,119,62,90,13,10,500,6,8,0,0.5,0,1,0.8999999999999999
1007,1800000,10,10,41,43,150,650,1,0.8999999999999999,52,111,110,36,9,11,380,9,4,1,0.8999999999999999,1,0,0.7999999999999999
1008,1200000,30,30,101,114,500,760,3,0.8999999999999999,24,64,40,56,10,8,200,6,3,1,0.7,0,0,1.0
1009,1200000,20,20,40,115,730,490,1,0.5,32,101,72,128,8,11,80,7,5,0,0.8999999999999999,0,1,0.5
1010,1800000,10,10,121,45,900,820,5,0.6,14,85,52,58,10,9,380,10,7,0,0.5,0,0,0.5
1011,2400000,20,20,71,123,360,650,4,0.7999999999999999,30,33,80,26,10,16,420,1,6,0,0.7,0,1,0.8999999999999999
1012,2400000,30,30,39,34,810,430,5,0.8999999999999999,62,85,96,102,10,15,500,7,2,0,0.5,0,0,0.7999999999999999
1013,1800000,30,30,57,57,530,330,5,0.6,42,111,100,98,13,16,220,7,4,1,1.0,0,0,0.5
1014,1800000,10,10,122,26,830,610,2,0.5,40,75,84,82,12,16,100,1,2,0,1.0,0,0,0.5
1015,3000000,20,20,128,88,920,280,1,0.8999999999999999,40,119,90,80,10,13,420,3,3,0,0.7,0,1,0.7999999999999999
1016,2400000,30,30,100,102,260,890,1,0.7,34,77,94,30,14,12,260,9,1,0,0.6,1,1,0.7999999999999999
1017,1200000,20,20,103,46,590,1000,1,0.6,54,109,26,34,13,8,140,6,2,0,0.8999999999999999,1,0,0.5
1018,3000000,30,30,74,113,690,800,5,0.7999999999999999,54,35,48,104,10,17,500,2,4,0,0.5,1,1,0.8999999999999999
1019,3000000,20,20,39,90,900,970,4,0.8999999999999999,18,98,42,86,10,13,260,5,2,1,1.0,0,0,0.7
1020,2400000,20,20,49,90,350,830,2,0.7,28,44,52,40,11,18,160,6,7,0,0.7,1,1,0.7999999999999999
1021,2400000,30,30,48,49,420,720,2,0.6,18,45,38,116,14,14,240,9,3,1,0.8999999999999999,0,0,0.7999999999999999
1022,1200000,15,15,79,85,850,490,3,0.7,48,113,28,82,10,8,200,7,7,0,1.0,0,1,0.7999999999999999
1023,2400000,20,20,64,53,940,580,5,0.7999999999999999,20,119,104,72,9,13,180,6,5,0,1.0,0,0,0.7999999999999999
1024,1800000,15,15,106,116,870,790,3,1.0,40,78,48,70,13,16,200,3,2,1,1.0,0,1,0.5
1025,2400000,10,10,117,74,310,860,5,0.6,12,105,78,118,14,17,320,4,8,0,0.7999999999999999,1,1,0.6
1026,3000000,15,15,37,46,570,180,2,0.8999999999999999,50,123,106,60,12,16,60,3,7,0,0.7,1,0,0.5
1027,1800000,20,20,124,69,890,430,2,0.7,28,30,122,44,9,14,100,3,4,1,1.0,0,0,0.6
1028,1800000,20,20,58,111,760,240,5,0.7,6,119,44,122,8,10,60,10,2,0,0.5,1,0,1.0
1029,1800000,20,20,30,54,420,1000,2,0.7999999999999999,26,60,48,122,10,17,20,8,7,0,0.7,1,1,1.0
1030,3000000,10,10,55,87,970,410,3,1.0,34,121,128,120,11,15,340,9,5,0,0.8999999999999999,0,1,0.7
1031,2400000,30,30,114,125,770,890,2,0.7999999999999999,4,50,96,24,8,15,340,2,8,1,0.7,1,0,1.0
1032,1200000,30,30,110,52,220,550,1,1.0,54,41,42,62,14,18,420,6,8,1,0.8999999999999999,0,1,1.0
1033,3000000,20,20,109,93,670,920,5,0.7,54,89,116,128,14,9,360,7,6,1,0.8999999999999999,1,0,0.5
1034,1200000,10,10,55,97,500,400,1,0.7,8,56,62,100,8,9,120,1,3,0,0.7,0,0,0.5
1035,1200000,30,30,102,116,700,510,2,0.7999999999999999,50,96,66,114,8,16,280,6,3,0,0.6,0,0,0.8999999999999999
1036,3000000,15,15,80,113,440,450,3,0.7,28,33,76,42,8,14,120,2,5,0,0.6,1,1,0.5
1037,1800000,10,10,76,83,1000,730,1,0.5,24,104,56,114,12,9,480,1,7,1,0.5,1,1,0.7
1038,3000000,15,15,69,124,220,150,4,0.7,64,36,56,86,14,8,240,3,1,1,0.7999999999999999,0,0,0.7
1039,1200000,30,30,110,52,260,610,5,0.7999999999999999,54,89,88,102,12,12,220,5,6,1,0.5,0,0,0.7999999999999999
1040,1800000,10,10,90,91,470,950,4,0.5,54,31,92,64,9,17,120,7,6,0,0.6,1,0,1.0
1041,1200000,20,20,118,80,550,420,5,0.7999999999999999,8,103,72,52,13,8,200,4,2,0,0.7999999999999999,1,1,1.0
1042,1200000,10,10,65,105,660,320,1,0.7,26,81,38,84,13,9,180,6,1,0,0.8999999999999999,1,0,0.5
1043,2400000,10,10,101,117,910,450,3,0.8999999999999999,30,80,56,44,14,13,260,2,6,0,1.0,0,0,0.7
1044,1200000,15,15,58,27,310,720,5,0.6,32,99,108,24,12,18,40,7,8,1,0.6,0,1,0.8999999999999999
1045,2400000,15,15,97,46,610,600,3,0.6,6,78,48,128,11,15,20,10,5,1,0.7999999999999999,1,1,0.5
1046,3000000,10,10,125,124,190,880,4,0.8999999999999999,16,96,96,54,9,9,280,4,4,1,0.7,1,1,0.5
1047,1800000,10,10,69,68,660,240,1,0.5,64,126,90,34,13,14,180,5,5,1,0.5,1,0,1.0
1048,1200000,15,15,84,115,910,430,3,0.7999999999999999,16,35,60,92,8,9,440,1,4,1,0.8999999999999999,0,1,0.8999999999999999
1049,2400000,15,15,31,36,780,180,5,0.7999999999999999,62,67,128,94,10,14,460,3,5,1,0.5,1,1,0.6
1050,1200000,30,30,96,27,310,430,3,0.7999999999999999,36,92,120,96,9,10,340,5,6,1,1.0,1,1,0.5
1051,2400000,20,20,47,60,920,230,3,0.5,6,71,128,78,9,16,360,10,2,1,0.7999999999999999,1,0,0.7999999999999999
1052,1200000,20,20,42,126,350,610,1,0.8999999999999999,10,63,24,82,12,15,300,5,1,1,0.8999999999999999,1,1,1.0
1053,1800000,30,30,58,78,830,880,2,1.0,8,128,78,74,10,13,340,10,7,1,1.0,1,1,1.0
1054,1800000,15,15,126,39,660,290,2,0.5,50,84,106,76,8,15,300,7,4,1,0.7,0,0,0.6
1055,1800000,30,30,125,85,240,390,4,0.5,42,47,88,40,14,17,400,10,5,1,0.5,0,0,0.8999999999999999
1056,1200000,20,20,62,75,270,340,4,0.8999999999999999,56,104,76,28,13,15,300,1,3,1,0.7999999999999999,0,0,0.8999999999999999
1057,1800000,10,10,114,101,300,470,3,1.0,60,26,62,112,12,8,200,6,6,0,0.5,1,0,0.7
1058,2400000,15,15,113,61,610,930,4,0.7999999999999999,24,59,56,80,12,9,80,2,3,1,0.8999999999999999,1,1,0.8999999999999999
1059,3000000,10,10,62,37,290,870,3,0.5,6,113,38,120,12,16,80,8,2,1,0.5,1,0,0.6
1060,2400000,20,20,106,74,450,660,1,0.7,30,56,32,32,13,16,100,7,5,0,0.7,0,1,0.7
1061,1200000,20,20,94,29,710,320,2,0.6,26,117,26,100,10,12,200,1,8,1,0.7,1,0,1.0
1062,1800000,30,30,30,35,830,950,5,0.8999999999999999,58,74,56,112,14,17,500,2,8,1,0.5,1,1,0.7999999999999999
1063,1800000,15,15,59,55,650,910,3,1.0,14,38,96,84,9,17,500,10,7,1,0.7999999999999999,0,0,0.7999999999999999
1064,1200000,15,15,79,75,530,1000,2,0.7,22,85,104,116,12,12,20,9,5,0,0.7,0,1,0.7999999999999999
1065,2400000,30,30,67,96,800,610,2,0.7,36,40,128,32,11,8,200,10,2,1,0.6,0,0,1.0
1066,2400000,30,30,96,121,990,170,2,1.0,24,128,30,116,13,16,440,10,2,1,1.0,0,0,1.0
1067,1200000,10,10,69,113,140,360,4,0.7,20,86,56,92,14,10,420,2,2,1,0.5,1,0,0.7999999999999999
1068,1800000,20,20,32,89,130,730,3,0.5,4,63,34,124,14,17,460,6,3,0,0.5,0,1,0.8999999999999999
1069,3000000,15,15,57,74,210,350,3,0.5,62,81,38,62,10,18,360,8,7,0,0.5,0,1,0.6
1070,3000000,30,30,77,83,650,760,4,0.6,54,25,88,108,9,9,420,4,5,0,0.7,1,1,0.8999999999999999
1071,1800000,10,10,123,119,350,260,4,0.8999999999999999,28,35,62,112,13,14,500,1,6,0,0.8999999999999999,1,1,0.6
1072,1200000,15,15,35,85,970,630,5,0.7999999999999999,18,58,48,66,9,16,460,9,2,0,0.5,0,0,0.7
1073,1800000,15,15,125,59,600,910,3,0.5,60,60,60,42,12,15,340,3,1,1,0.7,0,0,0.5
1074,3000000,10,10,87,45,510,720,3,1.0,58,55,62,112,9,14,400,2,3,0,0.5,1,1,0.7999999999999999
1075,2400000,15,15,56,75,460,190,3,1.0,30,121,42,56,13,14,180,6,8,0,0.8999999999999999,0,1,1.0
1076,3000000,10,10,111,73,500,840,3,0.5,24,42,102,120,13,13,160,7,3,1,0.7999999999999999,0,0,1.0
1077,3000000,20,20,101,127,270,560,3,0.5,26,123,94,86,14,12,160,9,6,0,0.5,0,1,1.0
1078,1200000,10,10,75,89,600,700,1,0.5,34,50,32,40,8,10,20,6,4,1,0.5,1,1,0.7
1079,1200000,15,15,95,77,960,130,4,0.6,16,46,62,68,10,13,80,9,3,0,0.7999999999999999,0,1,0.7
1080,2400000,15,15,69,79,660,400,1,0.7999999999999999,28,124,56,72,9,18,440,8,3,1,0.6,0,0,0.7999999999999999
1081,1800000,15,15,122,48,130,560,3,0.6,52,128,92,38,9,17,300,5,3,0,0.7999999999999999,0,1,0.6
1082,1800000,30,30,56,28,930,370,1,0.8999999999999999,62,126,110,60,14,11,260,4,4,0,1.0,0,0,1.0
1083,3000000,20,20,127,46,410,510,5,0.6,36,111,28,72,14,14,500,2,4,1,0.7999999999999999,1,1,0.7999999999999999
1084,2400000,15,15,62,121,900,370,4,0.6,58,123,32,30,9,10,160,5,2,1,0.7,1,0,0.7
1085,3000000,10,10,59,107,530,950,1,0.8999999999999999,54,34,128,110,14,16,80,4,4,0,1.0,0,1,0.6
1086,1200000,10,10,64,49,750,610,5,0.7999999999999999,50,97,102,104,12,9,160,8,3,1,0.6,0,0,0.6
1087,3000000,30,30,54,76,550,370,1,1.0,50,50,128,124,13,10,280,4,3,1,0.6,1,1,0.6
1088,1800000,30,30,93,72,770,980,1,0.7,18,50,88,26,12,10,100,3,6,0,0.5,0,0,0.8999999999999999
1089,1200000,15,15,69,103,930,590,2,1.0,50,33,84,30,9,11,140,4,4,1,1.0,0,1,0.7999999999999999
1090,1800000,10,10,79,28,150,540,2,1.0,38,75,60,94,13,12,420,7,8,0,1.0,1,1,0.8999999999999999
1091,3000000,20,20,82,88,260,730,2,0.5,12,36,46,88,10,15,80,7,1,1,0.7,0,0,0.8999999999999999
1092,1800000,30,30,45,73,990,200,3,0.8999999999999999,16,86,50,44,13,16,400,2,8,1,0.7,0,1,0.6
1093,3000000,10,10,100,103,610,480,2,0.7999999999999999,10,46,78,96,8,14,20,7,2,1,0.7999999999999999,0,0,0.5
1094,2400000,10,10,72,46,790,560,1,0.8999999999999999,34,74,122,28,13,8,360,3,2,0,0.7999999999999999,1,1,0.6
1095,1200000,30,30,42,56,760,990,5,0.8999999999999999,40,56,100,28,14,10,340,8,5,0,1.0,1,1,0.7
1096,3000000,15,15,31,128,440,380,3,0.7999999999999999,22,125,96,56,9,18,220,5,6,1,0.5,0,1,0.8999999999999999
1097,2400000,15,15,41,61,290,890,4,1.0,64,118,80,80,10,10,60,3,5,0,0.5,1,0,0.5
1098,3000000,30,30,109,121,440,670,1,0.7999999999999999,60,60,68,116,14,12,360,3,6,1,0.7,0,1,0.8999999999999999
1099,2400000,10,10,55,128,280,640,3,0.6,44,92,64,118,14,15,380,2,1,1,0.8999999999999999,0,0,0.8999999999999999
1100,2400000,15,15,62,90,630,610,1,0.7999999999999999,6,88,52,90,12,16,460,10,2,1,0.8999999999999999,1,0,0.7999999999999999
1101,3000000,20,20,81,31,220,540,3,0.8999999999999999,36,70,66,34,11,12,260,4,5,0,0.7,0,1,0.6
1102,1200000,20,20,96,79,400,750,1,0.7,54,53,70,40,14,8,500,9,1,0,0.7,0,0,0.8999999999999999
1103,1800000,30,30,97,90,140,340,1,0.8999999999999999,52,48,78,30,8,11,140,8,5,0,0.7,1,0,0.7999999999999999
1104,1200000,20,20,45,128,570,210,3,0.6,44,109,96,36,9,13,280,3,1,1,0.7999999999999999,0,0,0.7
1105,2400000,15,15,27,63,720,290,1,0.7999999999999999,8,25,118,56,12,18,400,8,8,1,0.8999999999999999,1,1,0.6
1106,1800000,15,15,85,75,600,270,2,0.5,50,45,102,48,10,11,60,10,2,0,0.7999999999999999,0,0,0.7
1107,2400000,15,15,99,30,410,120,2,0.6,22,80,120,100,14,9,420,3,7,0,0.5,0,1,0.6
1108,1200000,10,10,58,107,110,670,4,0.5,30,63,56,100,12,10,180,7,7,0,0.8999999999999999,1,0,1.0
1109,1800000,15,15,80,32,130,820,5,1.0,28,93,68,100,9,11,360,8,2,1,0.6,1,1,1.0
1110,1200000,10,10,93,58,700,400,4,1.0,44,83,36,68,12,8,420,3,4,0,1.0,1,0,0.8999999999999999
1111,1200000,30,30,38,78,760,910,5,0.5,16,83,44,114,9,11,60,3,8,0,0.6,0,0,1.0
1112,1800000,30,30,103,33,640,440,5,0.7,12,36,62,26,12,11,200,6,7,1,0.7,1,1,1.0
1113,1800000,15,15,76,99,950,600,1,1.0,32,88,90,94,11,15,460,9,5,1,0.8999999999999999,1,0,0.8999999999999999
1114,3000000,20,20,118,93,270,550,5,0.6,8,122,62,126,11,8,240,3,5,0,0.6,1,1,1.0
1115,3000000,10,10,80,48,900,590,3,0.7999999999999999,38,89,70,60,14,14,240,8,5,0,0.7999999999999999,0,1,0.6
1116,3000000,10,10,95,87,680,840,3,0.7,48,49,128,92,12,17,180,5,6,0,0.5,1,1,0.8999999999999999
1117,1800000,20,20,49,28,310,990,3,0.6,36,119,110,70,8,10,20,7,6,1,0.5,0,0,0.5
1118,1800000,20,20,39,50,680,990,3,1.0,40,82,46,26,8,16,320,5,1,0,0.6,1,0,0.7999999999999999
1119,1800000,15,15,49,124,630,830,5,0.8999999999999999,44,123,114,82,9,12,440,10,3,0,0.8999999999999999,0,1,0.7
1120,1800000,30,30,121,65,260,430,2,0.7999999999999999,44,120,52,88,8,14,460,2,3,1,0.7,0,1,0.6
1121,1800000,20,20,66,38,400,910,3,0.5,26,107,94,106,13,11,100,4,8,1,0.7,1,0,1.0
1122,1200000,10,10,88,61,750,140,2,1.0,30,75,32,40,12,10,340,5,2,1,0.7999999999999999,1,0,0.8999999999999999
1123,2400000,10,10,88,78,930,270,4,0.5,30,109,80,126,12,13,280,8,4,0,1.0,0,0,1.0
1124,1800000,20,20,41,78,960,390,5,0.7999999999999999,18,128,74,68,14,9,140,4,5,1,0.7999999999999999,0,1,0.6
1125,1800000,30,30,33,127,730,280,3,1.0,28,77,122,52,12,8,480,3,2,0,0.6,1,0,0.7
1126,1200000,15,15,26,75,760,790,4,1.0,16,110,90,84,8,16,140,7,1,0,1.0,0,0,0.7
1127,1200000,30,30,24,33,880,700,3,0.8999999999999999,28,24,66,114,10,14,160,6,5,0,0.7,1,1,0.7
1128,1800000,20,20,85,75,970,660,1,0.8999999999999999,8,54,46,62,9,17,240,5,7,0,0.7999999999999999,1,0,0.6
1129,2400000,30,30,105,98,760,490,2,0.7999999999999999,24,78,96,72,12,18,300,10,1,0,0.8999999999999999,0,1,0.6
1130,3000000,30,30,101,103,230,840,3,0.7,44,123,124,124,8,13,60,9,8,0,0.5,1,0,0.8999999999999999
1131,1200000,10,10,43,26,680,150,1,0.7,38,125,68,126,10,10,180,7,6,0,0.6,0,1,0.7
1132,2400000,30,30,24,33,180,990,5,0.7,18,82,94,50,11,16,360,8,2,1,0.8999999999999999,1,1,1.0
1133,2400000,10,10,128,121,660,420,3,1.0,10,77,40,112,10,17,200,7,8,1,0.8999999999999999,1,1,0.7
1134,1200000,30,30,98,71,150,940,5,1.0,18,64,52,106,13,18,20,5,2,1,0.7999999999999999,0,0,0.7
1135,1200000,10,10,112,29,700,660,5,0.8999999999999999,4,88,84,50,12,13,420,8,4,1,0.8999999999999999,1,0,0.7
1136,2400000,20,20,83,64,520,730,4,0.7,12,75,124,80,13,18,140,5,8,1,0.7999999999999999,0,0,0.7999999999999999
1137,1800000,15,15,51,104,690,160,4,0.8999999999999999,52,115,98,72,9,16,240,7,1,1,0.5,1,1,0.7999999999999999
1138,3000000,20,20,77,47,610,710,1,0.7,18,82,106,60,13,11,240,6,4,1,0.6,0,1,1.0
1139,2400000,20,20,30,83,970,960,2,0.7999999999999999,10,100,24,44,12,11,260,1,3,0,1.0,1,0,1.0
1140,2400000,10,10,80,42,480,310,2,0.6,18,87,110,44,12,11,180,10,5,0,0.8999999999999999,1,1,0.8999999999999999
1141,1200000,10,10,71,119,790,900,1,0.7,28,38,26,32,13,14,460,5,7,0,0.7,1,0,0.7999999999999999
1142,2400000,10,10,75,46,480,900,1,0.7999999999999999,8,56,104,82,10,18,380,1,3,0,0.5,1,0,0.7999999999999999
1143,3000000,10,10,68,56,830,320,2,0.6,56,68,88,120,9,9,500,3,6,0,0.7,0,1,0.7
1144,1200000,30,30,88,69,130,740,1,0.8999999999999999,46,112,96,90,11,8,240,8,6,1,0.7999999999999999,0,1,0.6
1145,1200000,30,30,60,45,590,1000,4,0.5,48,76,56,82,14,13,460,9,6,0,0.7999999999999999,0,1,0.8999999999999999
1146,3000000,30,30,104,30,670,900,5,1.0,36,30,32,74,13,9,100,9,5,0,1.0,0,1,0.8999999999999999
1147,2400000,30,30,112,28,790,310,4,0.8999999999999999,18,71,92,80,11,13,180,3,5,1,0.8999999999999999,0,1,0.7
1148,1800000,30,30,71,69,630,990,2,0.7,6,36,118,62,12,17,240,2,5,0,1.0,1,0,0.7999999999999999
1149,1200000,20,20,60,40,440,750,3,0.7999999999999999,52,83,106,118,11,10,140,1,8,0,0.7,1,1,1.0
1150,2400000,20,20,60,38,860,610,5,1.0,46,49,56,44,11,11,480,6,7,0,0.7999999999999999,0,1,0.8999999999999999
1151,1800000,15,15,32,99,450,700,3,0.6,58,30,68,82,14,14,380,1,2,0,0.6,0,1,0.5
1152,1800000,30,30,116,92,320,740,2,0.7999999999999999,42,62,78,94,8,10,280,3,5,1,0.7,0,1,0.7999999999999999
1153,1800000,30,30,61,43,560,430,5,0.6,64,40,112,40,9,12,20,3,6,0,0.5,1,0,0.7999999999999999
1154,1200000,30,30,97,83,360,210,2,0.7999999999999999,34,65,110,90,8,18,480,9,2,0,0.7,0,0,1.0
1155,1200000,20,20,57,62,390,180,3,0.7,48,39,56,40,9,11,60,8,3,1,0.7999999999999999,0,1,0.7999999999999999
1156,2400000,30,30,102,119,870,940,1,0.6,48,62,106,88,11,18,460,9,1,0,0.7999999999999999,0,0,0.8999999999999999
1157,2400000,20,20,125,77,880,460,4,0.8999999999999999,40,57,24,42,13,18,140,4,7,1,0.8999999999999999,1,1,0.7
1158,2400000,20,20,100,51,840,620,5,0.8999999999999999,28,32,74,74,10,12,40,9,5,0,0.8999999999999999,1,1,0.7
1159,2400000,30,30,80,37,700,860,5,0.7,36,65,48,92,10,12,120,4,5,0,0.6,1,1,0.7
1160,1200000,10,10,51,69,900,330,5,0.8999999999999999,52,39,124,30,14,12,140,10,1,0,0.5,0,1,1.0
1161,3000000,30,30,63,99,290,340,1,0.7,58,74,38,76,10,16,360,2,2,1,0.7999999999999999,0,0,0.7
1162,3000000,30,30,47,56,120,810,1,0.7999999999999999,38,119,40,76,13,14,40,8,8,1,1.0,1,1,0.6
1163,1200000,30,30,48,85,440,590,2,0.5,32,34,60,44,12,18,360,8,6,0,0.6,0,0,0.7
1164,2400000,30,30,54,41,770,750,1,0.7,24,89,120,96,9,14,160,5,1,0,1.0,1,0,0.8999999999999999
1165,1200000,20,20,79,58,100,920,3,1.0,32,105,32,72,13,16,240,9,6,1,0.7999999999999999,0,1,0.5
1166,2400000,10,10,45,114,440,890,1,0.5,38,76,102,98,12,13,180,7,4,0,0.7999999999999999,1,1,0.8999999999999999
1167,1800000,30,30,52,56,920,420,4,0.8999999999999999,46,117,112,102,14,14,260,2,3,1,0.6,1,0,0.6
1168,3000000,30,30,125,126,400,390,5,0.7,18,114,28,124,9,14,480,5,2,1,0.8999999999999999,1,0,0.7999999999999999
1169,2400000,20,20,66,33,890,200,5,0.7999999999999999,44,105,42,40,8,9,280,6,1,0,1.0,1,0,0.7999999999999999
1170,1200000,30,30,83,96,670,550,4,0.7999999999999999,30,95,34,126,12,12,300,3,3,1,1.0,0,1,0.7
1171,1800000,15,15,26,32,490,320,3,0.7,62,52,28,28,8,12,280,4,2,1,1.0,0,1,1.0
1172,2400000,20,20,72,119,600,320,5,0.6,20,86,52,84,13,14,280,2,2,1,0.5,0,1,0.8999999999999999
1173,3000000,15,15,51,45,310,870,2,1.0,10,78,94,74,9,8,400,1,8,0,0.7999999999999999,1,0,0.7999999999999999
1174,1800000,10,10,93,82,110,670,4,0.7999999999999999,6,103,82,86,13,15,460,1,6,1,1.0,0,0,0.7999999999999999
1175,3000000,20,20,95,90,750,130,1,0.7,44,75,24,128,14,9,320,8,2,0,0.5,1,0,0.7999999999999999
1176,2400000,15,15,25,44,430,250,5,1.0,46,34,62,72,9,10,260,9,4,0,0.8999999999999999,1,1,0.5
1177,1800000,20,20,118,50,410,670,1,0.5,30,104,64,98,14,12,320,5,4,1,0.7,1,1,0.7999999999999999
1178,3000000,20,20,41,36,340,440,5,0.8999999999999999,12,54,88,120,8,16,480,6,6,1,0.6,0,1,0.6
1179,1800000,30,30,50,102,370,720,1,1.0,4,108,94,64,13,17,240,5,1,1,0.7999999999999999,0,0,1.0
1180,2400000,10,10,124,116,420,460,4,0.8999999999999999,30,111,126,30,12,17,100,9,8,1,0.6,0,1,0.7999999999999999
1181,1200000,10,10,28,101,160,330,5,1.0,52,108,64,52,11,17,140,8,1,1,0.8999999999999999,0,1,0.5
1182,1200000,20,20,111,36,190,840,1,0.7999999999999999,30,73,86,76,12,12,200,5,6,0,0.8999999999999999,0,1,0.5
1183,1800000,20,20,49,48,220,960,2,0.8999999999999999,4,74,70,68,13,16,220,1,8,0,0.7999999999999999,0,0,0.8999999999999999
1184,2400000,20,20,89,40,650,540,3,0.6,40,28,68,118,9,10,380,6,1,1,0.7999999999999999,1,1,1.0
1185,2400000,10,10,79,109,140,110,2,0.6,28,29,60,98,11,14,80,6,2,0,1.0,0,0,0.6
1186,1200000,20,20,40,64,830,150,1,0.8999999999999999,6,118,82,46,11,10,480,6,8,1,1.0,1,0,0.7999999999999999
1187,2400000,30,30,46,83,230,120,1,0.7999999999999999,26,119,26,30,12,14,160,10,1,1,0.5,0,0,0.8999999999999999
1188,1800000,30,30,119,110,610,850,1,0.7,18,124,64,80,12,11,440,9,7,0,0.7999999999999999,0,0,0.6
1189,2400000,30,30,125,66,130,400,2,0.5,20,119,74,120,13,18,200,1,8,1,1.0,0,0,0.7999999999999999
1190,1800000,30,30,100,49,990,660,4,0.5,56,58,84,88,10,11,240,10,5,0,0.7,1,0,1.0
1191,2400000,15,15,124,72,380,360,4,0.6,54,117,64,48,11,9,480,1,6,1,0.6,1,0,0.8999999999999999
1192,2400000,30,30,75,106,930,890,5,1.0,64,48,44,30,13,18,220,5,4,1,0.7,0,0,0.8999999999999999
1193,1800000,10,10,111,27,800,790,4,0.8999999999999999,10,108,126,104,10,15,220,5,3,0,0.6,1,0,0.6
1194,3000000,15,15,116,51,970,900,1,0.7999999999999999,58,61,42,62,10,18,260,10,5,0,0.8999999999999999,1,0,0.7
1195,1800000,20,20,37,54,820,550,1,1.0,32,92,96,48,13,13,220,6,4,0,0.7,0,1,0.6
1196,2400000,15,15,89,102,160,560,3,0.7999999999999999,8,28,90,68,9,14,320,3,2,0,0.6,1,0,0.7999999999999999
1197,3000000,15,15,116,87,150,150,1,0.7999999999999999,28,103,92,96,14,18,140,2,3,1,0.7,1,1,0.8999999999999999
1198,3000000,20,20,37,81,470,580,3,0.5,46,127,124,124,14,16,340,3,5,0,0.7,0,1,0.5
1199,1800000,15,15,73,112,230,870,4,0.7,16,114,120,80,14,11,40,8,6,0,0.8999999999999999,1,0,0.5
1200,3000000,20,20,27,118,960,840,2,0.7999999999999999,28,125,112,84,14,9,260,2,2,0,0.6,0,1,0.8999999999999999
1201,1200000,30,30,117,102,350,540,2,0.7999999999999999,44,58,106,110,11,10,160,8,3,0,0.5,1,0,0.7999999999999999
1202,1200000,30,30,71,115,740,270,3,0.8999999999999999,14,67,102,62,11,12,140,4,5,0,1.0,0,1,1.0
1203,1200000,30,30,60,30,310,530,2,0.8999999999999999,16,42,46,36,13,15,460,5,4,0,0.7999999999999999,1,1,0.6
1204,1200000,20,20,68,35,590,420,5,0.6,36,87,58,74,13,11,160,9,5,0,1.0,1,0,0.5
1205,2400000,10,10,109,124,120,490,3,0.8999999999999999,30,90,84,126,10,13,500,9,5,0,0.6,1,0,0.5
1206,1200000,20,20,91,53,210,190,4,0.5,24,81,112,88,12,9,280,7,8,0,0.7,1,1,0.6
1207,2400000,10,10,51,99,680,950,4,0.7999999999999999,12,100,40,84,11,15,240,5,5,1,1.0,0,1,0.7
1208,1800000,15,15,124,82,900,210,5,0.8999999999999999,20,66,110,120,14,8,40,8,6,1,0.8999999999999999,1,1,0.8999999999999999
1209,3000000,30,30,124,84,710,100,5,0.5,44,101,124,56,9,13,320,10,7,0,0.7999999999999999,0,0,0.8999999999999999
1210,1800000,10,10,120,82,550,720,1,0.5,62,25,76,114,13,16,40,7,7,1,0.7999999999999999,1,1,0.7999999999999999
1211,2400000,20,20,118,127,440,740,1,0.7999999999999999,22,38,70,72,11,9,140,9,8,0,0.8999999999999999,0,1,1.0
1212,1200000,10,10,28,79,930,130,3,1.0,32,52,28,86,11,16,160,1,3,0,0.8999999999999999,1,0,0.5
1213,2400000,10,10,94,40,680,690,1,0.5,20,67,96,104,11,12,460,6,6,0,0.6,1,0,0.6
1214,1800000,15,15,74,62,260,690,5,0.7,38,103,110,54,11,18,20,1,2,1,0.7999999999999999,1,0,0.5
1215,1800000,10,10,45,54,360,550,1,0.6,60,88,120,80,9,10,200,7,5,1,1.0,1,1,0.6
1216,2400000,10,10,52,27,570,270,4,0.7999999999999999,34,89,98,112,12,9,220,5,4,1,0.6,0,1,0.6
1217,3000000,30,30,40,34,950,710,4,0.5,52,35,102,124,11,15,220,2,4,0,0.8999999999999999,1,0,1.0
1218,1200000,20,20,44,71,220,300,1,0.6,46,52,38,118,11,10,480,10,1,0,0.5,0,0,0.6
